Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides sample_1,Peptides sample_10,Peptides sample_11,Peptides sample_12,Peptides sample_13,Peptides sample_14,Peptides sample_2,Peptides sample_3,Peptides sample_4,Peptides sample_5,Peptides sample_6,Peptides sample_7,Peptides sample_8,Peptides sample_9,Razor + unique peptides sample_1,Razor + unique peptides sample_10,Razor + unique peptides sample_11,Razor + unique peptides sample_12,Razor + unique peptides sample_13,Razor + unique peptides sample_14,Razor + unique peptides sample_2,Razor + unique peptides sample_3,Razor + unique peptides sample_4,Razor + unique peptides sample_5,Razor + unique peptides sample_6,Razor + unique peptides sample_7,Razor + unique peptides sample_8,Razor + unique peptides sample_9,Unique peptides sample_1,Unique peptides sample_10,Unique peptides sample_11,Unique peptides sample_12,Unique peptides sample_13,Unique peptides sample_14,Unique peptides sample_2,Unique peptides sample_3,Unique peptides sample_4,Unique peptides sample_5,Unique peptides sample_6,Unique peptides sample_7,Unique peptides sample_8,Unique peptides sample_9,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Experiment sample_1,Experiment sample_10,Experiment sample_11,Experiment sample_12,Experiment sample_13,Experiment sample_14,Experiment sample_2,Experiment sample_3,Experiment sample_4,Experiment sample_5,Experiment sample_6,Experiment sample_7,Experiment sample_8,Experiment sample_9,PEP,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L sample_1,Ratio H/L normalized sample_1,Ratio H/L variability [%] sample_1,Ratio H/L count sample_1,Ratio H/L sample_10,Ratio H/L normalized sample_10,Ratio H/L variability [%] sample_10,Ratio H/L count sample_10,Ratio H/L sample_11,Ratio H/L normalized sample_11,Ratio H/L variability [%] sample_11,Ratio H/L count sample_11,Ratio H/L sample_12,Ratio H/L normalized sample_12,Ratio H/L variability [%] sample_12,Ratio H/L count sample_12,Ratio H/L sample_13,Ratio H/L normalized sample_13,Ratio H/L variability [%] sample_13,Ratio H/L count sample_13,Ratio H/L sample_14,Ratio H/L normalized sample_14,Ratio H/L variability [%] sample_14,Ratio H/L count sample_14,Ratio H/L sample_2,Ratio H/L normalized sample_2,Ratio H/L variability [%] sample_2,Ratio H/L count sample_2,Ratio H/L sample_3,Ratio H/L normalized sample_3,Ratio H/L variability [%] sample_3,Ratio H/L count sample_3,Ratio H/L sample_4,Ratio H/L normalized sample_4,Ratio H/L variability [%] sample_4,Ratio H/L count sample_4,Ratio H/L sample_5,Ratio H/L normalized sample_5,Ratio H/L variability [%] sample_5,Ratio H/L count sample_5,Ratio H/L sample_6,Ratio H/L normalized sample_6,Ratio H/L variability [%] sample_6,Ratio H/L count sample_6,Ratio H/L sample_7,Ratio H/L normalized sample_7,Ratio H/L variability [%] sample_7,Ratio H/L count sample_7,Ratio H/L sample_8,Ratio H/L normalized sample_8,Ratio H/L variability [%] sample_8,Ratio H/L count sample_8,Ratio H/L sample_9,Ratio H/L normalized sample_9,Ratio H/L variability [%] sample_9,Ratio H/L count sample_9,Sequence coverage sample_1 [%],Sequence coverage sample_10 [%],Sequence coverage sample_11 [%],Sequence coverage sample_12 [%],Sequence coverage sample_13 [%],Sequence coverage sample_14 [%],Sequence coverage sample_2 [%],Sequence coverage sample_3 [%],Sequence coverage sample_4 [%],Sequence coverage sample_5 [%],Sequence coverage sample_6 [%],Sequence coverage sample_7 [%],Sequence coverage sample_8 [%],Sequence coverage sample_9 [%],Intensity,Intensity L,Intensity H,Intensity sample_1,Intensity L sample_1,Intensity H sample_1,Intensity sample_10,Intensity L sample_10,Intensity H sample_10,Intensity sample_11,Intensity L sample_11,Intensity H sample_11,Intensity sample_12,Intensity L sample_12,Intensity H sample_12,Intensity sample_13,Intensity L sample_13,Intensity H sample_13,Intensity sample_14,Intensity L sample_14,Intensity H sample_14,Intensity sample_2,Intensity L sample_2,Intensity H sample_2,Intensity sample_3,Intensity L sample_3,Intensity H sample_3,Intensity sample_4,Intensity L sample_4,Intensity H sample_4,Intensity sample_5,Intensity L sample_5,Intensity H sample_5,Intensity sample_6,Intensity L sample_6,Intensity H sample_6,Intensity sample_7,Intensity L sample_7,Intensity H sample_7,Intensity sample_8,Intensity L sample_8,Intensity H sample_8,Intensity sample_9,Intensity L sample_9,Intensity H sample_9
Q02908,Q02908,7,7,7,Elongator complex protein 3,ELP3,>sp|Q02908|ELP3_YEAST Elongator complex protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ELP3 PE=1 SV=1,1,7,7,7,4,4,4,2,2,3,3,3,4,3,5,3,3,2,4,4,4,2,2,3,3,3,4,3,5,3,3,2,4,4,4,2,2,3,3,3,4,3,5,3,3,2,18.9,18.9,18.9,63.656,557,557,1,61,4,5,5,2,3,7,6,3,6,4,6,4,3,3,1.36E-26,0.8347,0.86088,30.676,51,0.80703,0.92817,26.866,3,1.1895,1.1156,14.904,3,0.76533,0.89083,21.202,3,1.0267,0.9884,20.717,2,0.7218,0.73002,8.4737,2,0.95493,0.92318,5.3312,6,0.8088,0.8192,11.733,6,0.92426,0.96589,22.821,3,0.8802,0.88489,57.957,5,0.81633,0.82147,11.474,3,0.84344,0.80927,58.391,6,0.65201,0.77056,9.5978,4,0.8347,0.81104,6.8136,3,0.9322,0.91716,17.406,2,12.2,12.6,11,5,5.4,7.9,8.4,7.5,11,7.9,14.2,8.4,8.4,5.4,1273000000,687610000,585380000,74834000,42022000,32811000,44480000,21110000,23371000,72802000,39551000,33251000,25643000,11719000,13924000,30945000,16389000,14556000,169190000,89103000,80091000,153290000,82044000,71247000,111710000,59432000,52275000,83149000,45236000,37914000,85186000,46226000,38959000,119340000,65382000,53955000,176050000,105360000,70691000,97253000,50256000,46997000,29121000,13783000,15338000
Q02931,Q02931,7,7,7,NET1-associated nuclear protein 1,NAN1,>sp|Q02931|UTP17_YEAST NET1-associated nuclear protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAN1 PE=1 SV=1,1,7,7,7,2,2,2,1,1,3,1,3,2,2,3,2,2,1,2,2,2,1,1,3,1,3,2,2,3,2,2,1,2,2,2,1,1,3,1,3,2,2,3,2,2,1,12.9,12.9,12.9,101.24,896,896,1,30,3,2,2,1,1,3,2,3,2,2,3,2,3,1,4.51E-38,1.0042,1.0021,43.854,26,1.2657,1.3622,110.47,3,1.1657,1.1467,2.5976,2,0.81608,1.0399,4.4595,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.97449,0.9464,3.1614,2,0.98747,1.0021,0,2,NaN,NaN,NaN,1,0.7762,0.76588,7.2393,2,1.0453,1.0989,18.84,2,1.066,1.0374,6.5504,2,1.0212,1.3177,40.172,2,0.73465,0.70241,18.679,3,NaN,NaN,NaN,1,2.6,2.6,2.6,1.1,1.1,4.2,1.1,5,3.5,2.6,4.9,3.2,3.5,1.1,731420000,359940000,371480000,112380000,46188000,66195000,42580000,20450000,22130000,58361000,30204000,28156000,29989000,14224000,15765000,16562000,6580400,9981800,106190000,56713000,49475000,27679000,13932000,13747000,59456000,34244000,25212000,42142000,19578000,22564000,64800000,31341000,33458000,58271000,26413000,31859000,45465000,24833000,20632000,44575000,22728000,21848000,22970000,12508000,10461000
Q02932,Q02932,6,6,6,Importin beta-like protein KAP120,KAP120,>sp|Q02932|KA120_YEAST Importin beta-like protein KAP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP120 PE=1 SV=1,1,6,6,6,5,3,4,3,2,3,3,4,3,4,3,5,4,3,5,3,4,3,2,3,3,4,3,4,3,5,4,3,5,3,4,3,2,3,3,4,3,4,3,5,4,3,8.3,8.3,8.3,119.62,1032,1032,1,63,7,6,4,3,2,3,4,5,3,4,5,6,5,6,8.00E-50,0.52702,0.56686,20.986,59,0.37512,0.41133,37.221,7,0.57716,0.55066,5.7825,4,0.49383,0.6418,9.3974,4,0.71784,0.69591,15.082,3,0.56282,0.56088,16.866,2,0.72398,0.70635,4.6118,3,0.55215,0.53432,9.4992,4,0.47164,0.4831,25.765,5,0.56571,0.57187,8.5823,3,0.52393,0.53074,18.409,4,0.529,0.52455,22.232,4,0.46597,0.58215,23.915,6,0.58253,0.53757,19.757,5,0.47952,0.50492,7.6026,5,7.3,3.8,6.1,3.8,2.5,3.8,3.6,6.1,3.8,6.1,3.8,7.2,4.8,3.8,1820000000,1157700000,662270000,235200000,154370000,80838000,83168000,50472000,32696000,147580000,99749000,47833000,91434000,55050000,36384000,23725000,14027000,9698000,137870000,74689000,63182000,75299000,48207000,27093000,229370000,142970000,86396000,78178000,52568000,25610000,135350000,87245000,48106000,124560000,78289000,46270000,251320000,169360000,81962000,101640000,65230000,36414000,105260000,65471000,39788000
Q02933,Q02933,4,4,4,Ribonuclease T2-like,RNY1,>sp|Q02933|RNY1_YEAST Ribonuclease T2-like OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNY1 PE=1 SV=1,1,4,4,4,1,2,1,1,0,2,0,1,2,1,1,1,0,2,1,2,1,1,0,2,0,1,2,1,1,1,0,2,1,2,1,1,0,2,0,1,2,1,1,1,0,2,17.1,17.1,17.1,50.171,434,434,1,20,1,3,2,2,,2,,1,2,1,1,1,,4,2.75E-44,0.63395,0.7141,46.372,13,NaN,NaN,NaN,1,0.40075,0.39328,6.658,2,0.62781,0.82891,18.994,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.70585,0.72699,17.817,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.3605,1.3393,15.65,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0.35512,0.37523,1.6236,2,5.1,10.8,5.1,5.1,0,9,0,5.1,10.8,5.1,5.1,2.3,0,10.8,312400000,181110000,131290000,33272000,19377000,13895000,35118000,23254000,11865000,63795000,31213000,32582000,31797000,14484000,17313000,0,0,0,42969000,26539000,16430000,0,0,0,4388000,4388000,0,28605000,11637000,16968000,25949000,16106000,9842300,0,0,0,0,0,0,0,0,0,46508000,34108000,12400000
Q02950,Q02950,7,7,7,"37S ribosomal protein MRP51, mitochondrial",MRP51,">sp|Q02950|RT51_YEAST 37S ribosomal protein MRP51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRP51 PE=1 SV=1",1,7,7,7,4,4,4,1,1,4,4,3,5,4,5,5,3,3,4,4,4,1,1,4,4,3,5,4,5,5,3,3,4,4,4,1,1,4,4,3,5,4,5,5,3,3,27.9,27.9,27.9,39.445,344,344,1,69,5,9,6,1,2,6,4,5,7,4,7,5,3,5,1.85E-39,0.63071,0.69139,39.774,63,0.59422,0.64392,28.139,4,0.93982,0.88435,20.185,9,0.56536,0.71984,5.4945,6,NaN,NaN,NaN,1,0.80512,0.76016,22.505,2,1.9301,1.934,33.443,6,0.63399,0.64188,54.205,3,0.51152,0.56526,5.0344,3,0.5086,0.47904,2.9795,7,0.58356,0.56834,14.395,3,0.66155,0.62991,21.896,6,0.50764,0.61571,27.806,5,0.67103,0.62532,18.022,3,0.9216,0.88406,8.6179,5,16.3,16.3,16.3,3.5,5.5,16.3,16.3,11,24.4,16.6,20.1,16.9,12.8,12.8,1201500000,682390000,519120000,74480000,44286000,30194000,181250000,88071000,93183000,156210000,98574000,57638000,9432200,5790500,3641800,37768000,21734000,16034000,172170000,75269000,96899000,17282000,9365000,7917300,126130000,79794000,46332000,75687000,51075000,24613000,57903000,30953000,26950000,128320000,78970000,49346000,45959000,26845000,19114000,14294000,8097800,6196400,104630000,63566000,41060000
Q02959,Q02959,5,5,5,Histone deacetylase HOS3,HOS3,>sp|Q02959|HOS3_YEAST Histone deacetylase HOS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOS3 PE=1 SV=1,1,5,5,5,2,2,1,1,2,3,1,2,2,2,2,1,2,3,2,2,1,1,2,3,1,2,2,2,2,1,2,3,2,2,1,1,2,3,1,2,2,2,2,1,2,3,12.5,12.5,12.5,79.199,697,697,1,28,2,3,1,1,2,3,1,2,2,3,2,1,2,3,2.42E-10,1.272,1.2513,28.911,27,1.1569,1.2426,20.694,2,1.0219,1.0509,25.369,3,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1.4817,1.3593,12.366,2,1.1549,1.1689,75.755,3,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1.2955,1.3179,7.3308,2,0.99296,1.0094,21.717,3,1.3558,1.3234,32.26,2,NaN,NaN,NaN,1,1.5074,1.4011,29.604,2,0.98013,0.99752,32.009,3,3,3,1.6,1.4,3,5.9,1.6,3,5.2,3,3,1.6,4.6,6,725970000,304710000,421260000,63513000,25221000,38292000,50855000,21632000,29223000,46449000,21954000,24495000,2597400,1451400,1146000,7200400,2737900,4462500,132840000,42855000,89984000,11485000,4639600,6845600,170460000,72103000,98358000,55717000,29256000,26461000,69284000,29659000,39625000,27573000,11480000,16094000,13125000,6079900,7044700,26493000,10879000,15613000,48380000,24762000,23618000
Q02961,Q02961,3,3,3,Putative 2-hydroxyacid dehydrogenase YPL113C,YPL113C,>sp|Q02961|YP113_YEAST Putative 2-hydroxyacid dehydrogenase YPL113C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL113C PE=2 SV=1,1,3,3,3,2,2,1,0,1,0,0,1,1,1,1,0,0,2,2,2,1,0,1,0,0,1,1,1,1,0,0,2,2,2,1,0,1,0,0,1,1,1,1,0,0,2,12.6,12.6,12.6,45.013,396,396,1,12,2,2,1,,1,,,1,1,1,1,,,2,4.26E-54,0.070559,0.067963,53.429,11,0.04681,0.052435,31.417,2,0.069106,0.06444,83.619,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0.049964,0.049418,45.063,2,10.4,10.4,4.8,0,5.6,0,0,2.3,5.6,5.6,5.6,0,0,7.8,291250000,262040000,29210000,74583000,69646000,4937200,62585000,53772000,8813200,20520000,15441000,5078700,0,0,0,11006000,9872200,1134300,0,0,0,0,0,0,11479000,9727100,1752200,14731000,14731000,0,25342000,22377000,2965000,35334000,33105000,2228800,0,0,0,0,0,0,35671000,33371000,2300700
Q02969,Q02969,7,7,7,Peroxisomal membrane protein PEX25,PEX25,>sp|Q02969|PEX25_YEAST Peroxisomal membrane protein PEX25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX25 PE=1 SV=1,1,7,7,7,4,4,4,5,1,5,3,6,4,6,7,5,5,6,4,4,4,5,1,5,3,6,4,6,7,5,5,6,4,4,4,5,1,5,3,6,4,6,7,5,5,6,21.3,21.3,21.3,44.91,394,394,1,89,4,4,4,7,1,6,9,11,6,6,10,7,8,6,2.51E-37,0.65133,0.64407,34.824,82,0.53372,0.58704,51.049,4,1.0172,0.83452,49.221,4,0.35751,0.45041,52.489,4,0.65295,0.63362,36.088,6,NaN,NaN,NaN,0,1.0638,0.98032,10.954,5,0.68604,0.69945,26.741,9,0.60351,0.64955,22.686,9,0.65984,0.62805,33.431,4,0.56474,0.55351,27.853,6,0.64455,0.62407,30.452,10,0.47966,0.56231,41.98,7,0.64814,0.61144,31.207,8,0.67336,0.69081,28.825,6,11.7,11.7,12.7,16,3,14.5,7.6,17.3,11.7,17.3,21.3,14.5,14.5,18.5,6731600000,3278100000,3453500000,755630000,370470000,385170000,319460000,137400000,182060000,383140000,208860000,174280000,309320000,150840000,158480000,0,0,0,1243000000,595400000,647590000,211910000,98789000,113120000,1536300000,744100000,792210000,145070000,72479000,72588000,692770000,322040000,370730000,433580000,220720000,212850000,266100000,144180000,121920000,212640000,103900000,108740000,222720000,108910000,113810000
Q02979,Q02979,5,5,5,Glycerophosphodiester phosphodiesterase GDE1,GDE1,>sp|Q02979|GDE1_YEAST Glycerophosphodiester phosphodiesterase GDE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDE1 PE=1 SV=1,1,5,5,5,3,2,3,3,2,3,0,1,1,3,4,2,2,2,3,2,3,3,2,3,0,1,1,3,4,2,2,2,3,2,3,3,2,3,0,1,1,3,4,2,2,2,6.8,6.8,6.8,138.01,1223,1223,1,38,4,4,3,3,2,3,,1,2,3,5,3,2,3,1.96E-27,0.55359,0.55656,23.594,33,0.57697,0.64016,16.294,4,0.67618,0.68285,16.992,3,0.47014,0.60366,19.994,2,0.58052,0.54515,7.1621,3,0.54872,0.5303,0.87146,2,0.51904,0.51725,2.2218,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.7224,0.74327,10.435,2,0.58478,0.56407,41.754,5,0.55035,0.66621,42.164,3,0.57683,0.51734,14.167,2,0.51765,0.54501,12.872,3,3.8,2.5,4.1,3.8,2.5,4.1,0,1.3,1.2,3.8,5.2,2.5,2.5,2.5,534180000,353350000,180830000,83755000,53459000,30297000,35022000,21601000,13421000,37327000,27045000,10281000,34610000,23133000,11477000,24222000,15092000,9129700,57264000,37644000,19619000,0,0,0,46321000,30082000,16239000,1931400,1313100,618260,50947000,34580000,16368000,95026000,60151000,34876000,25099000,19972000,5126500,2857200,1776200,1081000,39794000,27497000,12297000
Q02981,Q02981,3,3,3,"ABC1 family protein YPL109C, mitochondrial",,">sp|Q02981|YP109_YEAST ABC1 family protein YPL109C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL109C PE=1 SV=2",1,3,3,3,1,2,0,0,0,0,0,2,0,1,0,1,1,0,1,2,0,0,0,0,0,2,0,1,0,1,1,0,1,2,0,0,0,0,0,2,0,1,0,1,1,0,9.1,9.1,9.1,76.175,657,657,1,8,1,2,,,,,,2,,1,,1,1,,6.75E-45,0.54262,0.63384,46.135,7,NaN,NaN,NaN,1,0.43526,0.38602,70.13,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,4.4,6.7,0,0,0,0,0,6.7,0,2.4,0,4.4,4.4,0,40866000,31391000,9475500,2612200,2034000,578210,3716700,2999400,717230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5201200,4665400,535880,0,0,0,11832000,9580300,2251800,0,0,0,9541900,7577000,1964900,7961900,4534400,3427500,0,0,0
Q03010,Q03010,4,4,4,Transcriptional regulatory protein UME1,UME1,>sp|Q03010|UME1_YEAST Transcriptional regulatory protein UME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UME1 PE=1 SV=1,1,4,4,4,2,3,2,1,1,2,3,2,0,3,3,2,3,2,2,3,2,1,1,2,3,2,0,3,3,2,3,2,2,3,2,1,1,2,3,2,0,3,3,2,3,2,12.4,12.4,12.4,51.021,460,460,1,30,2,3,2,1,1,2,3,3,,3,3,2,3,2,3.07E-13,0.69256,0.71528,28.974,26,0.56461,0.59365,10.498,2,0.61738,0.52592,23.346,3,0.5325,0.64982,42.456,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.86304,0.86274,9.8544,2,0.81508,0.78718,0.61917,2,0.77882,0.8183,10.297,3,NaN,NaN,NaN,0,0.69878,0.69584,8.2127,3,0.54247,0.54344,55.705,3,NaN,NaN,NaN,1,0.96608,0.88696,14.89,2,0.61014,0.65749,69.19,2,5.2,8.3,5.4,2.8,2.8,5.4,9.3,5.4,0,8.3,8.3,5.2,8.3,5.9,334690000,182900000,151780000,24214000,15407000,8807400,27152000,15831000,11321000,19564000,10474000,9089600,17168000,7442500,9725700,0,0,0,34050000,17353000,16698000,5558600,2630500,2928100,77439000,42120000,35318000,0,0,0,66536000,38821000,27715000,33351000,16664000,16687000,478910,277480,201440,6673000,3611000,3062000,22503000,12274000,10230000
Q03016,Q03016,3,3,3,GLC7-interacting protein 3,GIP3,>sp|Q03016|GIP3_YEAST GLC7-interacting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIP3 PE=1 SV=1,1,3,3,3,2,2,2,0,1,2,0,2,1,2,1,0,1,1,2,2,2,0,1,2,0,2,1,2,1,0,1,1,2,2,2,0,1,2,0,2,1,2,1,0,1,1,3.1,3.1,3.1,140.89,1276,1276,1,18,2,2,2,,1,2,,3,1,2,1,,1,1,3.97E-07,2.0797,2.1467,23.125,18,1.9477,2.1855,9.6357,2,2.3737,2.1893,0.27513,2,2.0671,2.5762,3.2811,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,1.321,1.3475,46.155,2,NaN,NaN,NaN,0,1.9264,1.957,6.0966,3,NaN,NaN,NaN,1,2.2042,2.2013,15.354,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,2.4,2.1,2.4,0,1.4,2.4,0,2.4,1.4,2.4,1.4,0,1.4,1.4,193270000,63995000,129270000,16035000,5345500,10689000,28614000,8565100,20049000,11450000,4046300,7403300,0,0,0,4245900,1507800,2738100,38218000,14447000,23772000,0,0,0,49794000,16460000,33334000,1801800,594640,1207100,29075000,8873800,20201000,7080000,2125700,4954200,0,0,0,2343200,620910,1722300,4609400,1408200,3201200
Q03020,Q03020,2,2,2,"Iron sulfur cluster assembly protein 1, mitochondrial",ISU1,">sp|Q03020|ISU1_YEAST Iron sulfur cluster assembly protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ISU1 PE=1 SV=1",1,2,2,2,2,1,1,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,2,0,1,0,0,1,0,0,0,17,17,17,17.895,165,165,1,13,4,1,1,,,2,,4,,,1,,,,9.03E-12,0.42468,0.48058,35.035,10,0.38521,0.38093,16.878,3,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.45313,0.47242,24.444,3,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,17,9.7,9.7,0,0,17,0,9.7,0,0,9.7,0,0,0,39965000,26813000,13152000,7792600,5040800,2751800,943240,442690,500550,4604500,3113000,1491400,0,0,0,0,0,0,4084100,3122600,961440,0,0,0,19870000,13772000,6097800,0,0,0,0,0,0,2671100,1321900,1349200,0,0,0,0,0,0,0,0,0
Q03028,Q03028,4,4,4,Mitochondrial 2-oxodicarboxylate carrier 1,ODC1,>sp|Q03028|ODC1_YEAST Mitochondrial 2-oxodicarboxylate carrier 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ODC1 PE=1 SV=1,1,4,4,4,1,1,1,1,1,1,3,4,0,2,1,2,2,2,1,1,1,1,1,1,3,4,0,2,1,2,2,2,1,1,1,1,1,1,3,4,0,2,1,2,2,2,17.1,17.1,17.1,34.206,310,310,1,23,1,1,1,1,1,2,3,4,,2,1,2,2,2,5.75E-78,0.34189,0.33049,95.716,19,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.30196,0.28616,15.259,2,0.11047,0.10983,55.839,2,0.41187,0.43295,118.23,4,NaN,NaN,NaN,0,0.42556,0.43145,79.659,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.27119,0.24776,135.97,2,NaN,NaN,NaN,1,3.5,5.8,5.8,5.8,3.9,5.8,13.5,17.1,0,9.7,5.8,9.7,9.7,9.7,859400000,660910000,198490000,0,0,0,20573000,15151000,5421600,45532000,27915000,17617000,67243000,36914000,30328000,11388000,9499000,1888700,24588000,18168000,6419800,88000000,81698000,6302300,221210000,176650000,44556000,0,0,0,100400000,77687000,22710000,41696000,17511000,24185000,104910000,97044000,7865700,98343000,82734000,15609000,35520000,19935000,15585000
Q03048,Q03048,7,7,7,Cofilin,COF1,>sp|Q03048|COFI_YEAST Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1,1,7,7,7,5,4,5,5,4,5,6,5,5,4,5,6,6,4,5,4,5,5,4,5,6,5,5,4,5,6,6,4,5,4,5,5,4,5,6,5,5,4,5,6,6,4,88.1,88.1,88.1,15.901,143,143,1,164,15,10,13,12,7,11,14,13,13,9,10,13,15,9,1.76E-243,0.96008,0.89799,29.858,124,0.88384,0.88926,39.672,10,1.0182,0.91269,20.213,9,0.7028,0.92581,19.546,9,0.98877,0.90928,10.867,9,0.96868,0.92397,10.507,5,1.0069,0.96327,17.076,9,0.99708,0.9311,13.049,8,0.9923,0.90294,46.241,11,0.89595,0.84229,8.2152,8,0.96097,0.86103,72.462,9,0.98096,0.87045,24.328,8,0.76138,0.89767,11.475,9,1.0294,0.93705,16.757,11,0.91516,0.88332,14.889,9,67.8,41.3,67.8,67.8,56.6,67.8,72,67.8,67.8,41.3,67.8,83.9,83.9,41.3,49358000000,25419000000,23939000000,4731500000,2481200000,2250200000,2476100000,1224900000,1251200000,5956300000,3360800000,2595600000,4157900000,2010400000,2147500000,1106400000,542020000,564380000,6505600000,3259800000,3245800000,1772700000,887800000,884890000,5174200000,2624700000,2549400000,2153400000,1138100000,1015300000,5165500000,2570700000,2594800000,3664700000,1865000000,1799700000,2472400000,1404700000,1067600000,1674800000,815800000,858990000,2347100000,1233500000,1113600000
Q03085,Q03085,1,1,1,Oxidoreductase-like protein SRL4,SRL4,>sp|Q03085|SRL4_YEAST Oxidoreductase-like protein SRL4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRL4 PE=1 SV=1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,31.925,281,281,1,1,,,,,,,,1,,,,,,,0.00070774,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,142830000,83993000,58834000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142830000,83993000,58834000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
